check,passed
original raw match 106ratio_p05,True
original raw match 106ratio_p95,True
comparison 107n,True
comparison 107candidate_rmse_musd,True
comparison 107reference_rmse_musd,True
comparison 107rmse_ratio,True
comparison 107ratio_p05,True
comparison 107ratio_p95,True
comparison 108n,True
comparison 108candidate_rmse_musd,True
comparison 108reference_rmse_musd,True
comparison 108rmse_ratio,True
comparison 108ratio_p05,True
comparison 108ratio_p95,True
one original raw comparison 108,True
original raw match 108rmse_ratio,True
original raw match 108ratio_p05,True
original raw match 108ratio_p95,True
comparison 109n,True
comparison 109candidate_rmse_musd,True
comparison 109reference_rmse_musd,True
comparison 109rmse_ratio,True
comparison 109ratio_p05,True
comparison 109ratio_p95,True
comparison 110n,True
comparison 110candidate_rmse_musd,True
comparison 110reference_rmse_musd,True
comparison 110rmse_ratio,True
comparison 110ratio_p05,True
comparison 110ratio_p95,True
one original raw comparison 110,True
original raw match 110rmse_ratio,True
original raw match 110ratio_p05,True
original raw match 110ratio_p95,True
comparison 111n,True
comparison 111candidate_rmse_musd,True
comparison 111reference_rmse_musd,True
comparison 111rmse_ratio,True
comparison 111ratio_p05,True
comparison 111ratio_p95,True
comparison 112n,True
comparison 112candidate_rmse_musd,True
comparison 112reference_rmse_musd,True
comparison 112rmse_ratio,True
comparison 112ratio_p05,True
comparison 112ratio_p95,True
one original raw comparison 112,True
original raw match 112rmse_ratio,True
original raw match 112ratio_p05,True
original raw match 112ratio_p95,True
comparison 113n,True
comparison 113candidate_rmse_musd,True
comparison 113reference_rmse_musd,True
comparison 113rmse_ratio,True
comparison 113ratio_p05,True
comparison 113ratio_p95,True
comparison 114n,True
comparison 114candidate_rmse_musd,True
comparison 114reference_rmse_musd,True
comparison 114rmse_ratio,True
comparison 114ratio_p05,True
comparison 114ratio_p95,True
one original raw comparison 114,True
original raw match 114rmse_ratio,True
original raw match 114ratio_p05,True
original raw match 114ratio_p95,True
comparison 115n,True
comparison 115candidate_rmse_musd,True
comparison 115reference_rmse_musd,True
comparison 115rmse_ratio,True
comparison 115ratio_p05,True
comparison 115ratio_p95,True
comparison 116n,True
comparison 116candidate_rmse_musd,True
comparison 116reference_rmse_musd,True
comparison 116rmse_ratio,True
comparison 116ratio_p05,True
comparison 116ratio_p95,True
one original raw comparison 116,True
original raw match 116rmse_ratio,True
original raw match 116ratio_p05,True
original raw match 116ratio_p95,True
comparison 117n,True
comparison 117candidate_rmse_musd,True
comparison 117reference_rmse_musd,True
comparison 117rmse_ratio,True
comparison 117ratio_p05,True
comparison 117ratio_p95,True
comparison 118n,True
comparison 118candidate_rmse_musd,True
comparison 118reference_rmse_musd,True
comparison 118rmse_ratio,True
comparison 118ratio_p05,True
comparison 118ratio_p95,True
one original raw comparison 118,True
original raw match 118rmse_ratio,True
original raw match 118ratio_p05,True
original raw match 118ratio_p95,True
comparison 119n,True
comparison 119candidate_rmse_musd,True
comparison 119reference_rmse_musd,True
comparison 119rmse_ratio,True
comparison 119ratio_p05,True
comparison 119ratio_p95,True
comparison 120n,True
comparison 120candidate_rmse_musd,True
comparison 120reference_rmse_musd,True
comparison 120rmse_ratio,True
comparison 120ratio_p05,True
comparison 120ratio_p95,True
one original raw comparison 120,True
original raw match 120rmse_ratio,True
original raw match 120ratio_p05,True
original raw match 120ratio_p95,True
comparison 121n,True
comparison 121candidate_rmse_musd,True
comparison 121reference_rmse_musd,True
comparison 121rmse_ratio,True
comparison 121ratio_p05,True
comparison 121ratio_p95,True
comparison 122n,True
comparison 122candidate_rmse_musd,True
comparison 122reference_rmse_musd,True
comparison 122rmse_ratio,True
comparison 122ratio_p05,True
comparison 122ratio_p95,True
one original raw comparison 122,True
original raw match 122rmse_ratio,True
original raw match 122ratio_p05,True
original raw match 122ratio_p95,True
comparison 123n,True
comparison 123candidate_rmse_musd,True
comparison 123reference_rmse_musd,True
comparison 123rmse_ratio,True
comparison 123ratio_p05,True
comparison 123ratio_p95,True
comparison 124n,True
comparison 124candidate_rmse_musd,True
comparison 124reference_rmse_musd,True
comparison 124rmse_ratio,True
comparison 124ratio_p05,True
comparison 124ratio_p95,True
one original raw comparison 124,True
original raw match 124rmse_ratio,True
original raw match 124ratio_p05,True
original raw match 124ratio_p95,True
comparison 125n,True
comparison 125candidate_rmse_musd,True
comparison 125reference_rmse_musd,True
comparison 125rmse_ratio,True
comparison 125ratio_p05,True
comparison 125ratio_p95,True
comparison 126n,True
comparison 126candidate_rmse_musd,True
comparison 126reference_rmse_musd,True
comparison 126rmse_ratio,True
comparison 126ratio_p05,True
comparison 126ratio_p95,True
one original raw comparison 126,True
original raw match 126rmse_ratio,True
original raw match 126ratio_p05,True
original raw match 126ratio_p95,True
comparison 127n,True
comparison 127candidate_rmse_musd,True
comparison 127reference_rmse_musd,True
comparison 127rmse_ratio,True
comparison 127ratio_p05,True
comparison 127ratio_p95,True
comparison 128n,True
comparison 128candidate_rmse_musd,True
comparison 128reference_rmse_musd,True
comparison 128rmse_ratio,True
comparison 128ratio_p05,True
comparison 128ratio_p95,True
one original raw comparison 128,True
original raw match 128rmse_ratio,True
original raw match 128ratio_p05,True
original raw match 128ratio_p95,True
comparison 129n,True
comparison 129candidate_rmse_musd,True
comparison 129reference_rmse_musd,True
comparison 129rmse_ratio,True
comparison 129ratio_p05,True
comparison 129ratio_p95,True
comparison 130n,True
comparison 130candidate_rmse_musd,True
comparison 130reference_rmse_musd,True
comparison 130rmse_ratio,True
comparison 130ratio_p05,True
comparison 130ratio_p95,True
one original raw comparison 130,True
original raw match 130rmse_ratio,True
original raw match 130ratio_p05,True
original raw match 130ratio_p95,True
comparison 131n,True
comparison 131candidate_rmse_musd,True
comparison 131reference_rmse_musd,True
comparison 131rmse_ratio,True
comparison 131ratio_p05,True
comparison 131ratio_p95,True
deletion 0,True
deletion n 0,True
deletion 1,True
deletion n 1,True
deletion 2,True
deletion n 2,True
deletion 3,True
deletion n 3,True
deletion 4,True
deletion n 4,True
deletion 5,True
deletion n 5,True
deletion 6,True
deletion n 6,True
deletion 7,True
deletion n 7,True
deletion 8,True
deletion n 8,True
deletion 9,True
deletion n 9,True
deletion 10,True
deletion n 10,True
deletion 11,True
deletion n 11,True
deletion 12,True
deletion n 12,True
deletion 13,True
deletion n 13,True
deletion 14,True
deletion n 14,True
deletion 15,True
deletion n 15,True
deletion 16,True
deletion n 16,True
deletion 17,True
deletion n 17,True
deletion 18,True
deletion n 18,True
deletion 19,True
deletion n 19,True
deletion 20,True
deletion n 20,True
deletion 21,True
deletion n 21,True
deletion 22,True
deletion n 22,True
deletion 23,True
deletion n 23,True
deletion 24,True
deletion n 24,True
deletion 25,True
deletion n 25,True
deletion 26,True
deletion n 26,True
deletion 27,True
deletion n 27,True
deletion 28,True
deletion n 28,True
deletion 29,True
deletion n 29,True
deletion 30,True
deletion n 30,True
deletion 31,True
deletion n 31,True
deletion 32,True
deletion n 32,True
deletion 33,True
deletion n 33,True
deletion 34,True
deletion n 34,True
deletion 35,True
deletion n 35,True
deletion 36,True
deletion n 36,True
deletion 37,True
deletion n 37,True
deletion 38,True
deletion n 38,True
deletion 39,True
deletion n 39,True
deletion 40,True
deletion n 40,True
deletion 41,True
deletion n 41,True
deletion 42,True
deletion n 42,True
deletion 43,True
deletion n 43,True
deletion 44,True
deletion n 44,True
deletion 45,True
deletion n 45,True
deletion 46,True
deletion n 46,True
deletion 47,True
deletion n 47,True
deletion 48,True
deletion n 48,True
deletion 49,True
deletion n 49,True
deletion 50,True
deletion n 50,True
deletion 51,True
deletion n 51,True
deletion 52,True
deletion n 52,True
deletion 53,True
deletion n 53,True
deletion 54,True
deletion n 54,True
deletion 55,True
deletion n 55,True
deletion 56,True
deletion n 56,True
deletion 57,True
deletion n 57,True
deletion 58,True
deletion n 58,True
deletion 59,True
deletion n 59,True
deletion 60,True
deletion n 60,True
deletion 61,True
deletion n 61,True
deletion 62,True
deletion n 62,True
deletion 63,True
deletion n 63,True
deletion 64,True
deletion n 64,True
deletion 65,True
deletion n 65,True
deletion 66,True
deletion n 66,True
deletion 67,True
deletion n 67,True
deletion 68,True
deletion n 68,True
deletion 69,True
deletion n 69,True
deletion 70,True
deletion n 70,True
deletion 71,True
deletion n 71,True
deletion 72,True
deletion n 72,True
deletion 73,True
deletion n 73,True
deletion 74,True
deletion n 74,True
deletion 75,True
deletion n 75,True
deletion 76,True
deletion n 76,True
deletion 77,True
deletion n 77,True
deletion 78,True
deletion n 78,True
deletion 79,True
deletion n 79,True
deletion 80,True
deletion n 80,True
deletion 81,True
deletion n 81,True
deletion 82,True
deletion n 82,True
deletion 83,True
deletion n 83,True
deletion 84,True
deletion n 84,True
deletion 85,True
deletion n 85,True
deletion 86,True
deletion n 86,True
deletion 87,True
deletion n 87,True
deletion 88,True
deletion n 88,True
deletion 89,True
deletion n 89,True
deletion 90,True
deletion n 90,True
deletion 91,True
deletion n 91,True
deletion 92,True
deletion n 92,True
deletion 93,True
deletion n 93,True
deletion 94,True
deletion n 94,True
deletion 95,True
deletion n 95,True
deletion 96,True
deletion n 96,True
deletion 97,True
deletion n 97,True
deletion 98,True
deletion n 98,True
deletion 99,True
deletion n 99,True
deletion 100,True
deletion n 100,True
deletion 101,True
deletion n 101,True
deletion 102,True
deletion n 102,True
deletion 103,True
deletion n 103,True
deletion 104,True
deletion n 104,True
deletion 105,True
deletion n 105,True
deletion 106,True
deletion n 106,True
deletion 107,True
deletion n 107,True
deletion 108,True
deletion n 108,True
deletion 109,True
deletion n 109,True
deletion 110,True
deletion n 110,True
deletion 111,True
deletion n 111,True
deletion 112,True
deletion n 112,True
deletion 113,True
deletion n 113,True
deletion 114,True
deletion n 114,True
deletion 115,True
deletion n 115,True
deletion 116,True
deletion n 116,True
deletion 117,True
deletion n 117,True
deletion 118,True
deletion n 118,True
deletion 119,True
deletion n 119,True
deletion 120,True
deletion n 120,True
deletion 121,True
deletion n 121,True
deletion 122,True
deletion n 122,True
deletion 123,True
deletion n 123,True
deletion 124,True
deletion n 124,True
deletion 125,True
deletion n 125,True
deletion 126,True
deletion n 126,True
deletion 127,True
deletion n 127,True
deletion 128,True
deletion n 128,True
deletion 129,True
deletion n 129,True
deletion 130,True
deletion n 130,True
deletion 131,True
deletion n 131,True
deletion 132,True
deletion n 132,True
deletion 133,True
deletion n 133,True
deletion 134,True
deletion n 134,True
deletion 135,True
deletion n 135,True
deletion 136,True
deletion n 136,True
deletion 137,True
deletion n 137,True
deletion 138,True
deletion n 138,True
deletion 139,True
deletion n 139,True
deletion 140,True
deletion n 140,True
deletion 141,True
deletion n 141,True
deletion 142,True
deletion n 142,True
deletion 143,True
deletion n 143,True
deletion 144,True
deletion n 144,True
deletion 145,True
deletion n 145,True
deletion 146,True
deletion n 146,True
deletion 147,True
deletion n 147,True
deletion 148,True
deletion n 148,True
deletion 149,True
deletion n 149,True
deletion 150,True
deletion n 150,True
deletion 151,True
deletion n 151,True
deletion 152,True
deletion n 152,True
deletion 153,True
deletion n 153,True
deletion 154,True
deletion n 154,True
deletion 155,True
deletion n 155,True
deletion 156,True
deletion n 156,True
deletion 157,True
deletion n 157,True
deletion 158,True
deletion n 158,True
deletion 159,True
deletion n 159,True
deletion 160,True
deletion n 160,True
deletion 161,True
deletion n 161,True
deletion 162,True
deletion n 162,True
deletion 163,True
deletion n 163,True
deletion 164,True
deletion n 164,True
deletion 165,True
deletion n 165,True
deletion 166,True
deletion n 166,True
deletion 167,True
deletion n 167,True
deletion 168,True
deletion n 168,True
deletion 169,True
deletion n 169,True
deletion 170,True
deletion n 170,True
deletion 171,True
deletion n 171,True
deletion 172,True
deletion n 172,True
deletion 173,True
deletion n 173,True
deletion 174,True
deletion n 174,True
deletion 175,True
deletion n 175,True
deletion 176,True
deletion n 176,True
deletion 177,True
deletion n 177,True
deletion 178,True
deletion n 178,True
deletion 179,True
deletion n 179,True
deletion 180,True
deletion n 180,True
deletion 181,True
deletion n 181,True
deletion 182,True
deletion n 182,True
deletion 183,True
deletion n 183,True
deletion 184,True
deletion n 184,True
deletion 185,True
deletion n 185,True
deletion 186,True
deletion n 186,True
deletion 187,True
deletion n 187,True
deletion 188,True
deletion n 188,True
deletion 189,True
deletion n 189,True
deletion 190,True
deletion n 190,True
deletion 191,True
deletion n 191,True
deletion 192,True
deletion n 192,True
deletion 193,True
deletion n 193,True
deletion 194,True
deletion n 194,True
deletion 195,True
deletion n 195,True
deletion 196,True
deletion n 196,True
deletion 197,True
deletion n 197,True
deletion 198,True
deletion n 198,True
deletion 199,True
deletion n 199,True
deletion 200,True
deletion n 200,True
deletion 201,True
deletion n 201,True
deletion 202,True
deletion n 202,True
deletion 203,True
deletion n 203,True
deletion 204,True
deletion n 204,True
deletion 205,True
deletion n 205,True
deletion 206,True
deletion n 206,True
deletion 207,True
deletion n 207,True
deletion 208,True
deletion n 208,True
deletion 209,True
deletion n 209,True
deletion 210,True
deletion n 210,True
deletion 211,True
deletion n 211,True
deletion 212,True
deletion n 212,True
deletion 213,True
deletion n 213,True
deletion 214,True
deletion n 214,True
deletion 215,True
deletion n 215,True
deletion 216,True
deletion n 216,True
deletion 217,True
deletion n 217,True
deletion 218,True
deletion n 218,True
deletion 219,True
deletion n 219,True
deletion 220,True
deletion n 220,True
deletion 221,True
deletion n 221,True
deletion 222,True
deletion n 222,True
deletion 223,True
deletion n 223,True
deletion 224,True
deletion n 224,True
deletion 225,True
deletion n 225,True
deletion 226,True
deletion n 226,True
deletion 227,True
deletion n 227,True
deletion 228,True
deletion n 228,True
deletion 229,True
deletion n 229,True
deletion 230,True
deletion n 230,True
deletion 231,True
deletion n 231,True
deletion 232,True
deletion n 232,True
deletion 233,True
deletion n 233,True
deletion 234,True
deletion n 234,True
deletion 235,True
deletion n 235,True
deletion 236,True
deletion n 236,True
deletion 237,True
deletion n 237,True
deletion 238,True
deletion n 238,True
deletion 239,True
deletion n 239,True
deletion 240,True
deletion n 240,True
deletion 241,True
deletion n 241,True
deletion 242,True
deletion n 242,True
deletion 243,True
deletion n 243,True
deletion 244,True
deletion n 244,True
deletion 245,True
deletion n 245,True
deletion 246,True
deletion n 246,True
deletion 247,True
deletion n 247,True
deletion 248,True
deletion n 248,True
deletion 249,True
deletion n 249,True
deletion 250,True
deletion n 250,True
deletion 251,True
deletion n 251,True
deletion 252,True
deletion n 252,True
deletion 253,True
deletion n 253,True
deletion 254,True
deletion n 254,True
deletion 255,True
deletion n 255,True
deletion 256,True
deletion n 256,True
deletion 257,True
deletion n 257,True
deletion 258,True
deletion n 258,True
deletion 259,True
deletion n 259,True
deletion 260,True
deletion n 260,True
deletion 261,True
deletion n 261,True
deletion 262,True
deletion n 262,True
deletion 263,True
deletion n 263,True
deletion 264,True
deletion n 264,True
deletion 265,True
deletion n 265,True
deletion 266,True
deletion n 266,True
deletion 267,True
deletion n 267,True
deletion 268,True
deletion n 268,True
deletion 269,True
deletion n 269,True
deletion 270,True
deletion n 270,True
deletion 271,True
deletion n 271,True
deletion 272,True
deletion n 272,True
deletion 273,True
deletion n 273,True
deletion 274,True
deletion n 274,True
deletion 275,True
deletion n 275,True
deletion 276,True
deletion n 276,True
deletion 277,True
deletion n 277,True
deletion 278,True
deletion n 278,True
deletion 279,True
deletion n 279,True
deletion 280,True
deletion n 280,True
deletion 281,True
deletion n 281,True
deletion 282,True
deletion n 282,True
deletion 283,True
deletion n 283,True
deletion 284,True
deletion n 284,True
deletion 285,True
deletion n 285,True
deletion 286,True
deletion n 286,True
deletion 287,True
deletion n 287,True
deletion 288,True
deletion n 288,True
deletion 289,True
deletion n 289,True
deletion 290,True
deletion n 290,True
deletion 291,True
deletion n 291,True
deletion 292,True
deletion n 292,True
deletion 293,True
deletion n 293,True
deletion 294,True
deletion n 294,True
deletion 295,True
deletion n 295,True
deletion 296,True
deletion n 296,True
deletion 297,True
deletion n 297,True
deletion 298,True
deletion n 298,True
deletion 299,True
deletion n 299,True
deletion 300,True
deletion n 300,True
deletion 301,True
deletion n 301,True
deletion 302,True
deletion n 302,True
deletion 303,True
deletion n 303,True
deletion 304,True
deletion n 304,True
deletion 305,True
deletion n 305,True
deletion 306,True
deletion n 306,True
deletion 307,True
deletion n 307,True
deletion 308,True
deletion n 308,True
deletion 309,True
deletion n 309,True
deletion 310,True
deletion n 310,True
deletion 311,True
deletion n 311,True
deletion 312,True
deletion n 312,True
deletion 313,True
deletion n 313,True
deletion 314,True
deletion n 314,True
deletion 315,True
deletion n 315,True
deletion 316,True
deletion n 316,True
deletion 317,True
deletion n 317,True
deletion 318,True
deletion n 318,True
deletion 319,True
deletion n 319,True
deletion 320,True
deletion n 320,True
deletion 321,True
deletion n 321,True
deletion 322,True
deletion n 322,True
deletion 323,True
deletion n 323,True
deletion 324,True
deletion n 324,True
deletion 325,True
deletion n 325,True
deletion 326,True
deletion n 326,True
deletion 327,True
deletion n 327,True
deletion 328,True
deletion n 328,True
deletion 329,True
deletion n 329,True
deletion 330,True
deletion n 330,True
deletion 331,True
deletion n 331,True
deletion 332,True
deletion n 332,True
deletion 333,True
deletion n 333,True
deletion 334,True
deletion n 334,True
deletion 335,True
deletion n 335,True
deletion 336,True
deletion n 336,True
deletion 337,True
deletion n 337,True
deletion 338,True
deletion n 338,True
deletion 339,True
deletion n 339,True
deletion 340,True
deletion n 340,True
deletion 341,True
deletion n 341,True
deletion 342,True
deletion n 342,True
deletion 343,True
deletion n 343,True
deletion 344,True
deletion n 344,True
deletion 345,True
deletion n 345,True
deletion 346,True
deletion n 346,True
deletion 347,True
deletion n 347,True
deletion 348,True
deletion n 348,True
deletion 349,True
deletion n 349,True
deletion 350,True
deletion n 350,True
deletion 351,True
deletion n 351,True
deletion 352,True
deletion n 352,True
deletion 353,True
deletion n 353,True
deletion 354,True
deletion n 354,True
deletion 355,True
deletion n 355,True
deletion 356,True
deletion n 356,True
deletion 357,True
deletion n 357,True
deletion 358,True
deletion n 358,True
deletion 359,True
deletion n 359,True
deletion 360,True
deletion n 360,True
deletion 361,True
deletion n 361,True
deletion 362,True
deletion n 362,True
deletion 363,True
deletion n 363,True
deletion 364,True
deletion n 364,True
deletion 365,True
deletion n 365,True
deletion 366,True
deletion n 366,True
deletion 367,True
deletion n 367,True
deletion 368,True
deletion n 368,True
deletion 369,True
deletion n 369,True
deletion 370,True
deletion n 370,True
deletion 371,True
deletion n 371,True
deletion 372,True
deletion n 372,True
deletion 373,True
deletion n 373,True
deletion 374,True
deletion n 374,True
deletion 375,True
deletion n 375,True
deletion 376,True
deletion n 376,True
deletion 377,True
deletion n 377,True
deletion 378,True
deletion n 378,True
deletion 379,True
deletion n 379,True
deletion 380,True
deletion n 380,True
deletion 381,True
deletion n 381,True
deletion 382,True
deletion n 382,True
deletion 383,True
deletion n 383,True
deletion 384,True
deletion n 384,True
deletion 385,True
deletion n 385,True
deletion 386,True
deletion n 386,True
deletion 387,True
deletion n 387,True
deletion 388,True
deletion n 388,True
deletion 389,True
deletion n 389,True
deletion 390,True
deletion n 390,True
deletion 391,True
deletion n 391,True
deletion 392,True
deletion n 392,True
deletion 393,True
deletion n 393,True
deletion 394,True
deletion n 394,True
deletion 395,True
deletion n 395,True
deletion 396,True
deletion n 396,True
deletion 397,True
deletion n 397,True
deletion 398,True
deletion n 398,True
deletion 399,True
deletion n 399,True
deletion 400,True
deletion n 400,True
deletion 401,True
deletion n 401,True
deletion 402,True
deletion n 402,True
deletion 403,True
deletion n 403,True
deletion 404,True
deletion n 404,True
deletion 405,True
deletion n 405,True
deletion 406,True
deletion n 406,True
deletion 407,True
deletion n 407,True
deletion 408,True
deletion n 408,True
deletion 409,True
deletion n 409,True
deletion 410,True
deletion n 410,True
deletion 411,True
deletion n 411,True
deletion 412,True
deletion n 412,True
deletion 413,True
deletion n 413,True
deletion 414,True
deletion n 414,True
deletion 415,True
deletion n 415,True
deletion 416,True
deletion n 416,True
deletion 417,True
deletion n 417,True
deletion 418,True
deletion n 418,True
deletion 419,True
deletion n 419,True
deletion 420,True
deletion n 420,True
deletion 421,True
deletion n 421,True
deletion 422,True
deletion n 422,True
deletion 423,True
deletion n 423,True
deletion 424,True
deletion n 424,True
deletion 425,True
deletion n 425,True
deletion 426,True
deletion n 426,True
deletion 427,True
deletion n 427,True
deletion 428,True
deletion n 428,True
deletion 429,True
deletion n 429,True
deletion 430,True
deletion n 430,True
deletion 431,True
deletion n 431,True
deletion 432,True
deletion n 432,True
deletion 433,True
deletion n 433,True
deletion 434,True
deletion n 434,True
deletion 435,True
deletion n 435,True
deletion 436,True
deletion n 436,True
deletion 437,True
deletion n 437,True
deletion 438,True
deletion n 438,True
deletion 439,True
deletion n 439,True
deletion 440,True
deletion n 440,True
deletion 441,True
deletion n 441,True
deletion 442,True
deletion n 442,True
deletion 443,True
deletion n 443,True
deletion 444,True
deletion n 444,True
deletion 445,True
deletion n 445,True
deletion 446,True
deletion n 446,True
deletion 447,True
deletion n 447,True
deletion 448,True
deletion n 448,True
deletion 449,True
deletion n 449,True
deletion 450,True
deletion n 450,True
deletion 451,True
deletion n 451,True
deletion 452,True
deletion n 452,True
deletion 453,True
deletion n 453,True
deletion 454,True
deletion n 454,True
deletion 455,True
deletion n 455,True
deletion 456,True
deletion n 456,True
deletion 457,True
deletion n 457,True
deletion 458,True
deletion n 458,True
deletion 459,True
deletion n 459,True
deletion 460,True
deletion n 460,True
deletion 461,True
deletion n 461,True
deletion 462,True
deletion n 462,True
deletion 463,True
deletion n 463,True
deletion 464,True
deletion n 464,True
deletion 465,True
deletion n 465,True
deletion 466,True
deletion n 466,True
deletion 467,True
deletion n 467,True
deletion 468,True
deletion n 468,True
deletion 469,True
deletion n 469,True
deletion 470,True
deletion n 470,True
deletion 471,True
deletion n 471,True
deletion 472,True
deletion n 472,True
deletion 473,True
deletion n 473,True
deletion 474,True
deletion n 474,True
deletion 475,True
deletion n 475,True
deletion 476,True
deletion n 476,True
deletion 477,True
deletion n 477,True
deletion 478,True
deletion n 478,True
deletion 479,True
deletion n 479,True
deletion 480,True
deletion n 480,True
deletion 481,True
deletion n 481,True
deletion 482,True
deletion n 482,True
deletion 483,True
deletion n 483,True
deletion 484,True
deletion n 484,True
deletion 485,True
deletion n 485,True
deletion 486,True
deletion n 486,True
deletion 487,True
deletion n 487,True
deletion 488,True
deletion n 488,True
deletion 489,True
deletion n 489,True
deletion 490,True
deletion n 490,True
deletion 491,True
deletion n 491,True
deletion 492,True
deletion n 492,True
deletion 493,True
deletion n 493,True
deletion 494,True
deletion n 494,True
deletion 495,True
deletion n 495,True
deletion 496,True
deletion n 496,True
deletion 497,True
deletion n 497,True
deletion 498,True
deletion n 498,True
deletion 499,True
deletion n 499,True
deletion 500,True
deletion n 500,True
deletion 501,True
deletion n 501,True
deletion 502,True
deletion n 502,True
deletion 503,True
deletion n 503,True
deletion 504,True
deletion n 504,True
deletion 505,True
deletion n 505,True
deletion 506,True
deletion n 506,True
deletion 507,True
deletion n 507,True
deletion 508,True
deletion n 508,True
deletion 509,True
deletion n 509,True
deletion 510,True
deletion n 510,True
deletion 511,True
deletion n 511,True
deletion 512,True
deletion n 512,True
deletion 513,True
deletion n 513,True
deletion 514,True
deletion n 514,True
deletion 515,True
deletion n 515,True
deletion 516,True
deletion n 516,True
deletion 517,True
deletion n 517,True
deletion 518,True
deletion n 518,True
deletion 519,True
deletion n 519,True
deletion 520,True
deletion n 520,True
deletion 521,True
deletion n 521,True
deletion 522,True
deletion n 522,True
deletion 523,True
deletion n 523,True
deletion 524,True
deletion n 524,True
deletion 525,True
deletion n 525,True
deletion 526,True
deletion n 526,True
deletion 527,True
deletion n 527,True
deletion 528,True
deletion n 528,True
deletion 529,True
deletion n 529,True
deletion 530,True
deletion n 530,True
deletion 531,True
deletion n 531,True
deletion 532,True
deletion n 532,True
deletion 533,True
deletion n 533,True
deletion 534,True
deletion n 534,True
deletion 535,True
deletion n 535,True
deletion 536,True
deletion n 536,True
deletion 537,True
deletion n 537,True
deletion 538,True
deletion n 538,True
deletion 539,True
deletion n 539,True
deletion 540,True
deletion n 540,True
deletion 541,True
deletion n 541,True
deletion 542,True
deletion n 542,True
deletion 543,True
deletion n 543,True
deletion 544,True
deletion n 544,True
deletion 545,True
deletion n 545,True
deletion 546,True
deletion n 546,True
deletion 547,True
deletion n 547,True
deletion 548,True
deletion n 548,True
deletion 549,True
deletion n 549,True
deletion 550,True
deletion n 550,True
deletion 551,True
deletion n 551,True
deletion 552,True
deletion n 552,True
deletion 553,True
deletion n 553,True
deletion 554,True
deletion n 554,True
deletion 555,True
deletion n 555,True
deletion 556,True
deletion n 556,True
deletion 557,True
deletion n 557,True
deletion 558,True
deletion n 558,True
deletion 559,True
deletion n 559,True
deletion 560,True
deletion n 560,True
deletion 561,True
deletion n 561,True
deletion 562,True
deletion n 562,True
deletion 563,True
deletion n 563,True
deletion 564,True
deletion n 564,True
deletion 565,True
deletion n 565,True
deletion 566,True
deletion n 566,True
deletion 567,True
deletion n 567,True
deletion 568,True
deletion n 568,True
deletion 569,True
deletion n 569,True
deletion 570,True
deletion n 570,True
deletion 571,True
deletion n 571,True
deletion 572,True
deletion n 572,True
deletion 573,True
deletion n 573,True
deletion 574,True
deletion n 574,True
deletion 575,True
deletion n 575,True
deletion 576,True
deletion n 576,True
deletion 577,True
deletion n 577,True
deletion 578,True
deletion n 578,True
deletion 579,True
deletion n 579,True
deletion 580,True
deletion n 580,True
deletion 581,True
deletion n 581,True
deletion 582,True
deletion n 582,True
deletion 583,True
deletion n 583,True
deletion 584,True
deletion n 584,True
deletion 585,True
deletion n 585,True
deletion 586,True
deletion n 586,True
deletion 587,True
deletion n 587,True
deletion 588,True
deletion n 588,True
deletion 589,True
deletion n 589,True
deletion 590,True
deletion n 590,True
deletion 591,True
deletion n 591,True
deletion 592,True
deletion n 592,True
deletion 593,True
deletion n 593,True
deletion 594,True
deletion n 594,True
deletion 595,True
deletion n 595,True
deletion 596,True
deletion n 596,True
deletion 597,True
deletion n 597,True
deletion 598,True
deletion n 598,True
deletion 599,True
deletion n 599,True
deletion 600,True
deletion n 600,True
deletion 601,True
deletion n 601,True
deletion 602,True
deletion n 602,True
deletion 603,True
deletion n 603,True
deletion 604,True
deletion n 604,True
deletion 605,True
deletion n 605,True
deletion 606,True
deletion n 606,True
deletion 607,True
deletion n 607,True
deletion 608,True
deletion n 608,True
deletion 609,True
deletion n 609,True
deletion 610,True
deletion n 610,True
deletion 611,True
deletion n 611,True
deletion 612,True
deletion n 612,True
deletion 613,True
deletion n 613,True
deletion 614,True
deletion n 614,True
deletion 615,True
deletion n 615,True
deletion 616,True
deletion n 616,True
deletion 617,True
deletion n 617,True
deletion 618,True
deletion n 618,True
deletion 619,True
deletion n 619,True
deletion 620,True
deletion n 620,True
deletion 621,True
deletion n 621,True
deletion 622,True
deletion n 622,True
deletion 623,True
deletion n 623,True
deletion 624,True
deletion n 624,True
deletion 625,True
deletion n 625,True
deletion 626,True
deletion n 626,True
deletion 627,True
deletion n 627,True
deletion 628,True
deletion n 628,True
deletion 629,True
deletion n 629,True
deletion 630,True
deletion n 630,True
deletion 631,True
deletion n 631,True
deletion 632,True
deletion n 632,True
deletion 633,True
deletion n 633,True
deletion 634,True
deletion n 634,True
deletion 635,True
deletion n 635,True
deletion 636,True
deletion n 636,True
deletion 637,True
deletion n 637,True
deletion 638,True
deletion n 638,True
deletion 639,True
deletion n 639,True
deletion 640,True
deletion n 640,True
deletion 641,True
deletion n 641,True
deletion 642,True
deletion n 642,True
deletion 643,True
deletion n 643,True
deletion 644,True
deletion n 644,True
deletion 645,True
deletion n 645,True
deletion 646,True
deletion n 646,True
deletion 647,True
deletion n 647,True
deletion 648,True
deletion n 648,True
deletion 649,True
deletion n 649,True
deletion 650,True
deletion n 650,True
deletion 651,True
deletion n 651,True
deletion 652,True
