quarter,metric,frozen_value,normalized_unit,frozen_display_step,original_checked_status,original_publication_date,original_publication_basis,original_time_value,original_time_basis,original_source_attempt_url,original_value,original_unit,original_normalized_value,original_source_id,original_source_url,original_document,original_section,original_first_known_date,original_precision_step_normalized,original_calculated,finer_or_later_corroboration_value,finer_or_later_corroboration_unit,finer_or_later_corroboration_normalized_value,finer_or_later_corroboration_source_id,finer_or_later_corroboration_source_url,finer_or_later_corroboration_document,finer_or_later_corroboration_section,finer_or_later_corroboration_first_known_date,finer_or_later_corroboration_precision_step_normalized,finer_or_later_corroboration_calculated,best_checked_value,best_minus_frozen,original_headline_rounding_compatible,best_vs_frozen_rounding_compatible,discrepancy_classification,precision_timing,filed_metric_name,definition,notes,treatment,as_of
2024Q2,adr_usd,169.53,USD_per_aggregate_booking,0.01,checked,2024-08-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-08-06T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524194849/d831385dex991.htm,169.53,USD_per_aggregate_booking,169.53,2024Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524194849/d831385dex991.htm,Airbnb 2024Q2 shareholder letter,Quarterly summary,2024-08-06,0.01,False,,,,,,,,,,,169.53,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,"stay nights plus experience participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2024Q2,revenue_musd,2748.0,USD_million,1,checked,2024-08-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-08-06T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524194849/d831385dex991.htm,2748,USD_million,2748.0,2024Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524194849/d831385dex991.htm,Airbnb 2024Q2 shareholder letter,Quarterly summary,2024-08-06,1.0,False,,,,,,,,,,,2748.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2024Q3,nights_m,122.8,million_bookings,0.1,checked,2024-11-07,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-11-07T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524253103/d886752dex991.htm,122.8,million_bookings,122.8,2024Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524253103/d886752dex991.htm,Airbnb 2024Q3 shareholder letter,Quarterly summary,2024-11-07,0.1,False,,,,,,,,,,,122.8,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,stay nights plus experience participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2024Q3,gbv_musd,20100.0,USD_million,100,checked,2024-11-07,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-11-07T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524253103/d886752dex991.htm,20.1,USD_billion,20100.0,2024Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524253103/d886752dex991.htm,Airbnb 2024Q3 shareholder letter,Quarterly summary,2024-11-07,100.0,False,20085,USD_million,20085.0,2025Q3_filing,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000030/abnb-20250930.htm,Airbnb 2025Q3 10-Q,Key business metrics: 2024Q3 GBV (millions),2025-11-06,1.0,False,20085.0,-15.0,True,True,later_precision,later_document,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",Later comparative precision; unavailable in original quarter's reviewed filing at this precision.,descriptive_source_audit_no_replacement,2026-09-14
2024Q3,adr_usd,163.64,USD_per_aggregate_booking,0.01,checked,2024-11-07,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-11-07T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524253103/d886752dex991.htm,163.64,USD_per_aggregate_booking,163.64,2024Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524253103/d886752dex991.htm,Airbnb 2024Q3 shareholder letter,Quarterly summary,2024-11-07,0.01,False,,,,,,,,,,,163.64,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,"stay nights plus experience participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2024Q3,revenue_musd,3732.0,USD_million,1,checked,2024-11-07,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-11-07T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524253103/d886752dex991.htm,3732,USD_million,3732.0,2024Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524253103/d886752dex991.htm,Airbnb 2024Q3 shareholder letter,Quarterly summary,2024-11-07,1.0,False,,,,,,,,,,,3732.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2024Q4,nights_m,111.0,million_bookings,0.1,checked,2025-02-13,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-02-13T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525026054/d915198dex991.htm,111,million_bookings,111.0,2024Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525026054/d915198dex991.htm,Airbnb 2024Q4 shareholder letter,Quarterly summary,2025-02-13,0.1,False,,,,,,,,,,,111.0,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,stay nights plus experience participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2024Q4,gbv_musd,17600.0,USD_million,100,checked,2025-02-13,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-02-13T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525026054/d915198dex991.htm,17.6,USD_billion,17600.0,2024Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525026054/d915198dex991.htm,Airbnb 2024Q4 shareholder letter,Quarterly summary,2025-02-13,100.0,False,17561,USD_million,17561.0,2025Q3_filing,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000030/abnb-20250930.htm,Airbnb 2025Q3 10-Q,Derived FY GBV minus reported nine-month GBV,2025-11-06,2.0,True,17561.0,-39.0,True,True,later_precision,later_document,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue","Calculated from separately rounded million-dollar aggregates; error bound ±1m, not dollar-exact. First known is later of both sources. 2025 standalone Q1–Q3 sum 70854 differs from stated nine-month 70855 by 1m; use stated aggregate.",descriptive_source_audit_no_replacement,2026-09-14
2024Q4,adr_usd,158.13,USD_per_aggregate_booking,0.01,checked,2025-02-13,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-02-13T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525026054/d915198dex991.htm,158.13,USD_per_aggregate_booking,158.13,2024Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525026054/d915198dex991.htm,Airbnb 2024Q4 shareholder letter,Quarterly summary,2025-02-13,0.01,False,,,,,,,,,,,158.13,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,"stay nights plus experience participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2024Q4,revenue_musd,2480.0,USD_million,1,checked,2025-02-13,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-02-13T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525026054/d915198dex991.htm,2480,USD_million,2480.0,2024Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525026054/d915198dex991.htm,Airbnb 2024Q4 shareholder letter,Quarterly summary,2025-02-13,1.0,False,,,,,,,,,,,2480.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2025Q1,nights_m,143.1,million_bookings,0.1,checked,2025-05-01,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-05-01T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525109934/d40594dex991.htm,143.1,million_bookings,143.1,2025Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525109934/d40594dex991.htm,Airbnb 2025Q1 shareholder letter,Quarterly summary,2025-05-01,0.1,False,,,,,,,,,,,143.1,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,stay nights plus experience participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2025Q1,gbv_musd,24500.0,USD_million,100,checked,2025-05-01,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-05-01T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525109934/d40594dex991.htm,24.5,USD_billion,24500.0,2025Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525109934/d40594dex991.htm,Airbnb 2025Q1 shareholder letter,Quarterly summary,2025-05-01,100.0,False,24515,USD_million,24515.0,2025Q1_filing,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000017/abnb-20250331.htm,Airbnb 2025Q1 10-Q,Key business metrics: 2025Q1 GBV (millions),2025-05-01,1.0,False,24515.0,15.0,True,True,rounding,same_document_or_same_date,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",,descriptive_source_audit_no_replacement,2026-09-14
2025Q1,adr_usd,171.34,USD_per_aggregate_booking,0.01,checked,2025-05-01,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-05-01T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525109934/d40594dex991.htm,171.34,USD_per_aggregate_booking,171.34,2025Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525109934/d40594dex991.htm,Airbnb 2025Q1 shareholder letter,Quarterly summary,2025-05-01,0.01,False,,,,,,,,,,,171.34,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,"stay nights plus experience participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2025Q1,revenue_musd,2272.0,USD_million,1,checked,2025-05-01,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-05-01T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525109934/d40594dex991.htm,2272,USD_million,2272.0,2025Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525109934/d40594dex991.htm,Airbnb 2025Q1 shareholder letter,Quarterly summary,2025-05-01,1.0,False,,,,,,,,,,,2272.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2025Q2,nights_m,134.4,million_bookings,0.1,checked,2025-08-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-08-06T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525174438/d17531dex991.htm,134.4,million_bookings,134.4,2025Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525174438/d17531dex991.htm,Airbnb 2025Q2 shareholder letter,Quarterly summary,2025-08-06,0.1,False,,,,,,,,,,,134.4,0.0,True,True,exact,no_finer_value_confirmed,Nights and Seats Booked,stay nights plus experience and service participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2025Q2,gbv_musd,23500.0,USD_million,100,checked,2025-08-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-08-06T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525174438/d17531dex991.htm,23.5,USD_billion,23500.0,2025Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525174438/d17531dex991.htm,Airbnb 2025Q2 shareholder letter,Quarterly summary,2025-08-06,100.0,False,23447,USD_million,23447.0,2025Q2_filing,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000025/abnb-20250630.htm,Airbnb 2025Q2 10-Q,Key business metrics: 2025Q2 GBV (millions),2025-08-06,1.0,False,23447.0,-53.0,True,False,unresolved,same_document_or_same_date,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue","Original letter 23.5B versus original 10-Q 23447m is 53m apart, beyond a 50m headline rounding half-step. Unresolved primary presentation inconsistency; no revision asserted.",descriptive_source_audit_no_replacement,2026-09-14
2025Q2,adr_usd,174.48,USD_per_aggregate_booking,0.01,checked,2025-08-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-08-06T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525174438/d17531dex991.htm,174.48,USD_per_aggregate_booking,174.48,2025Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525174438/d17531dex991.htm,Airbnb 2025Q2 shareholder letter,Quarterly summary,2025-08-06,0.01,False,,,,,,,,,,,174.48,0.0,True,True,exact,no_finer_value_confirmed,Nights and Seats Booked,"stay nights plus experience and service participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2025Q2,revenue_musd,3096.0,USD_million,1,checked,2025-08-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-08-06T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525174438/d17531dex991.htm,3096,USD_million,3096.0,2025Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525174438/d17531dex991.htm,Airbnb 2025Q2 shareholder letter,Quarterly summary,2025-08-06,1.0,False,,,,,,,,,,,3096.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2025Q3,nights_m,133.6,million_bookings,0.1,checked,2025-11-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-11-06T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525269432/d40503dex991.htm,133.6,million_bookings,133.6,2025Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525269432/d40503dex991.htm,Airbnb 2025Q3 shareholder letter,Quarterly summary,2025-11-06,0.1,False,,,,,,,,,,,133.6,0.0,True,True,exact,no_finer_value_confirmed,Nights and Seats Booked,stay nights plus experience and service participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2025Q3,gbv_musd,22900.0,USD_million,100,checked,2025-11-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-11-06T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525269432/d40503dex991.htm,22.9,USD_billion,22900.0,2025Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525269432/d40503dex991.htm,Airbnb 2025Q3 shareholder letter,Quarterly summary,2025-11-06,100.0,False,22892,USD_million,22892.0,2025Q3_filing,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000030/abnb-20250930.htm,Airbnb 2025Q3 10-Q,Key business metrics: 2025Q3 GBV (millions),2025-11-06,1.0,False,22892.0,-8.0,True,True,rounding,same_document_or_same_date,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",,descriptive_source_audit_no_replacement,2026-09-14
2025Q3,adr_usd,171.29,USD_per_aggregate_booking,0.01,checked,2025-11-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-11-06T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525269432/d40503dex991.htm,171.29,USD_per_aggregate_booking,171.29,2025Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525269432/d40503dex991.htm,Airbnb 2025Q3 shareholder letter,Quarterly summary,2025-11-06,0.01,False,,,,,,,,,,,171.29,0.0,True,True,exact,no_finer_value_confirmed,Nights and Seats Booked,"stay nights plus experience and service participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2025Q3,revenue_musd,4095.0,USD_million,1,checked,2025-11-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2025-11-06T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312525269432/d40503dex991.htm,4095,USD_million,4095.0,2025Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312525269432/d40503dex991.htm,Airbnb 2025Q3 shareholder letter,Quarterly summary,2025-11-06,1.0,False,,,,,,,,,,,4095.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2025Q4,nights_m,121.9,million_bookings,0.1,checked,2026-02-12,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2026-02-12T22:00:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312526048670/d58192dex991.htm,121.9,million_bookings,121.9,2025Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312526048670/d58192dex991.htm,Airbnb 2025Q4 shareholder letter,Quarterly summary,2026-02-12,0.1,False,,,,,,,,,,,121.9,0.0,True,True,exact,no_finer_value_confirmed,Nights and Seats Booked,stay nights plus experience and service participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2025Q4,gbv_musd,20400.0,USD_million,100,checked,2026-02-12,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2026-02-12T22:00:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312526048670/d58192dex991.htm,20.4,USD_billion,20400.0,2025Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312526048670/d58192dex991.htm,Airbnb 2025Q4 shareholder letter,Quarterly summary,2026-02-12,100.0,False,20418,USD_million,20418.0,2025Q4_filing,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,Airbnb 2025Q4 10-K,Derived FY GBV minus reported nine-month GBV,2026-02-12,2.0,True,20418.0,18.0,True,True,rounding,same_document_or_same_date,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue","Calculated from separately rounded million-dollar aggregates; error bound ±1m, not dollar-exact. First known is later of both sources. 2025 standalone Q1–Q3 sum 70854 differs from stated nine-month 70855 by 1m; use stated aggregate.",descriptive_source_audit_no_replacement,2026-09-14
2025Q4,adr_usd,167.51,USD_per_aggregate_booking,0.01,checked,2026-02-12,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2026-02-12T22:00:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312526048670/d58192dex991.htm,167.51,USD_per_aggregate_booking,167.51,2025Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312526048670/d58192dex991.htm,Airbnb 2025Q4 shareholder letter,Quarterly summary,2026-02-12,0.01,False,,,,,,,,,,,167.51,0.0,True,True,exact,no_finer_value_confirmed,Nights and Seats Booked,"stay nights plus experience and service participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2025Q4,revenue_musd,2778.0,USD_million,1,checked,2026-02-12,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2026-02-12T22:00:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312526048670/d58192dex991.htm,2778,USD_million,2778.0,2025Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312526048670/d58192dex991.htm,Airbnb 2025Q4 shareholder letter,Quarterly summary,2026-02-12,1.0,False,,,,,,,,,,,2778.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2026Q1,nights_m,156.2,million_bookings,0.1,checked,2026-05-07,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2026-05-07T21:00:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312526211816/d23351dex991.htm,156.2,million_bookings,156.2,2026Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312526211816/d23351dex991.htm,Airbnb 2026Q1 shareholder letter,Quarterly summary,2026-05-07,0.1,False,,,,,,,,,,,156.2,0.0,True,True,exact,no_finer_value_confirmed,Nights and Seats Booked,stay nights plus experience and service participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2026Q1,gbv_musd,29200.0,USD_million,100,checked,2026-05-07,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2026-05-07T21:00:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312526211816/d23351dex991.htm,29.2,USD_billion,29200.0,2026Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312526211816/d23351dex991.htm,Airbnb 2026Q1 shareholder letter,Quarterly summary,2026-05-07,100.0,False,29187,USD_million,29187.0,2026Q1_filing,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000014/abnb-20260331.htm,Airbnb 2026Q1 10-Q,Key business metrics: 2026Q1 GBV (millions),2026-05-07,1.0,False,29187.0,-13.0,True,True,rounding,same_document_or_same_date,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue","29187m is already in original Q1 2026 10-Q on May 7; Q2 H1 subtraction is later corroboration, not first availability.",descriptive_source_audit_no_replacement,2026-09-14
2026Q1,adr_usd,186.82,USD_per_aggregate_booking,0.01,checked,2026-05-07,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2026-05-07T21:00:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312526211816/d23351dex991.htm,186.82,USD_per_aggregate_booking,186.82,2026Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312526211816/d23351dex991.htm,Airbnb 2026Q1 shareholder letter,Quarterly summary,2026-05-07,0.01,False,,,,,,,,,,,186.82,0.0,True,True,exact,no_finer_value_confirmed,Nights and Seats Booked,"stay nights plus experience and service participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2026Q1,revenue_musd,2678.0,USD_million,1,checked,2026-05-07,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2026-05-07T21:00:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312526211816/d23351dex991.htm,2678,USD_million,2678.0,2026Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312526211816/d23351dex991.htm,Airbnb 2026Q1 shareholder letter,Quarterly summary,2026-05-07,1.0,False,,,,,,,,,,,2678.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2026Q2,nights_m,148.3,million_bookings,0.1,checked,2026-08-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2026-08-06T21:00:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312526337928/d70413dex991.htm,148.3,million_bookings,148.3,2026Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312526337928/d70413dex991.htm,Airbnb 2026Q2 shareholder letter,Quarterly summary,2026-08-06,0.1,False,,,,,,,,,,,148.3,0.0,True,True,exact,no_finer_value_confirmed,Nights and Seats Booked,stay nights plus experience and service participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2026Q2,gbv_musd,27200.0,USD_million,100,checked,2026-08-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2026-08-06T21:00:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312526337928/d70413dex991.htm,27.2,USD_billion,27200.0,2026Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312526337928/d70413dex991.htm,Airbnb 2026Q2 shareholder letter,Quarterly summary,2026-08-06,100.0,False,27247,USD_million,27247.0,2026Q2_filing,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000027/abnb-20260630.htm,Airbnb 2026Q2 10-Q,Key business metrics: 2026Q2 GBV (millions),2026-08-06,1.0,False,27247.0,47.0,True,True,rounding,same_document_or_same_date,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",,descriptive_source_audit_no_replacement,2026-09-14
